height_cm,weight_kg,bmi,shoulder_width_ratio,hip_width_ratio,torso_length_ratio,leg_length_ratio,arm_length_ratio,shoulder_hip_ratio,torso_leg_ratio,back_length_ratio,belly_width_ratio,neck_width_ratio,upper_arm_ratio,thigh_ratio,inseam_ratio,arm_span_ratio,chest,waist,hip,shoulder_width_cm,back_length,inseam,thigh_circumference,neck_circumference,arm_circumference,gender_male
166.3,74.6,26.9933,0.2433,0.2055,0.2808,0.462,0.3427,1.1835,0.6079,0.2613,0.1698,0.0692,0.1885,0.2541,0.4367,0.9287,97.1,79.9,107.3,40.4,43.4,72.6,58.7,36.1,30.3,0.0
146.8,39.1,18.1312,0.2369,0.1762,0.2813,0.4631,0.3359,1.3448,0.6075,0.2624,0.1396,0.0604,0.1848,0.2547,0.4334,0.9088,75.0,58.6,81.2,34.8,38.5,63.6,45.4,27.9,22.6,0.0
158.5,54.5,21.6639,0.2555,0.1717,0.2939,0.4603,0.3515,1.4879,0.6384,0.2692,0.1581,0.0671,0.1933,0.2532,0.443,0.9586,84.6,73.3,85.5,40.5,42.7,70.2,48.2,33.4,28.1,1.0
180.2,61.3,18.8786,0.2486,0.1692,0.2889,0.4624,0.3514,1.4696,0.6247,0.2695,0.1494,0.0643,0.1933,0.2543,0.4451,0.9514,91.6,82.6,95.7,44.8,48.6,80.2,53.9,36.4,30.2,1.0
179.6,101.4,31.4275,0.2601,0.198,0.2916,0.4586,0.3474,1.3136,0.6358,0.2692,0.1752,0.0772,0.1911,0.2522,0.4362,0.955,113.4,92.1,111.7,46.7,48.4,78.3,63.2,43.6,36.7,1.0
172.3,70.0,23.5638,0.2544,0.18,0.2861,0.4655,0.3478,1.4134,0.6145,0.2716,0.1539,0.0698,0.1913,0.256,0.4441,0.95,94.4,81.2,97.4,43.8,46.8,76.5,54.4,37.8,31.6,1.0
182.2,53.1,16.0,0.2476,0.1602,0.2885,0.4658,0.3537,1.5448,0.6194,0.2736,0.1322,0.0611,0.1945,0.2562,0.4353,0.9549,87.8,76.0,91.7,45.1,49.8,79.3,50.0,35.0,29.3,1.0
182.6,68.6,20.5783,0.2472,0.1738,0.2888,0.46,0.3443,1.4225,0.6279,0.2721,0.1528,0.0662,0.1894,0.253,0.448,0.9359,97.6,82.2,99.6,45.1,49.7,81.8,54.6,37.9,31.9,1.0
159.9,56.5,22.0872,0.2375,0.1907,0.2817,0.466,0.3345,1.2451,0.6044,0.2622,0.155,0.0656,0.184,0.2563,0.4395,0.9065,87.9,69.3,95.8,38.0,41.9,70.3,53.8,32.9,26.6,0.0
161.6,63.5,24.3247,0.2413,0.1943,0.2827,0.4602,0.3344,1.2421,0.6143,0.2663,0.1596,0.0671,0.1839,0.2531,0.4366,0.91,90.1,70.9,98.6,39.0,43.0,70.6,55.7,34.0,28.1,0.0
170.7,66.4,22.7868,0.2462,0.182,0.2897,0.4663,0.3476,1.3523,0.6213,0.2765,0.1549,0.0687,0.1912,0.2564,0.4397,0.9415,95.4,81.0,97.6,42.0,47.2,75.1,52.8,36.8,30.2,1.0
153.0,45.5,19.4375,0.2318,0.18,0.2818,0.4576,0.3388,1.288,0.6158,0.2597,0.1462,0.0618,0.1863,0.2517,0.4378,0.9093,80.8,65.0,86.4,35.5,39.7,67.0,48.5,29.7,24.5,0.0
151.6,63.5,27.623,0.2452,0.203,0.2822,0.466,0.3332,1.2076,0.6056,0.2597,0.1666,0.0709,0.1833,0.2563,0.4306,0.9116,91.2,70.9,96.6,37.2,39.4,65.3,55.0,33.8,27.5,0.0
154.0,43.5,18.325,0.2309,0.1789,0.2831,0.4631,0.335,1.2907,0.6113,0.2588,0.1445,0.0611,0.1842,0.2547,0.4373,0.9008,78.7,60.9,86.5,35.6,39.9,67.3,46.6,29.6,23.7,0.0
153.9,55.4,23.3879,0.2413,0.1928,0.2835,0.4664,0.3355,1.2514,0.6078,0.264,0.1523,0.066,0.1845,0.2565,0.4378,0.9123,85.8,69.3,93.2,37.1,40.6,67.4,51.5,31.9,26.2,0.0
158.4,59.9,23.872,0.2396,0.1949,0.2741,0.458,0.3386,1.2291,0.5983,0.2595,0.1643,0.0671,0.1862,0.2519,0.4355,0.9168,88.5,68.9,97.0,38.0,41.1,69.0,52.5,33.4,27.5,0.0
152.0,48.1,20.8179,0.2354,0.1873,0.2818,0.4605,0.3444,1.2565,0.6119,0.2639,0.1491,0.063,0.1894,0.2533,0.4372,0.9242,80.4,64.6,89.4,35.8,40.1,66.5,46.9,30.1,24.9,0.0
155.2,50.7,21.046,0.2375,0.1859,0.2845,0.4625,0.3378,1.2774,0.6151,0.2654,0.1539,0.0646,0.1858,0.2544,0.4407,0.9131,83.3,65.9,90.6,36.9,41.2,68.4,49.3,31.5,24.8,0.0
168.7,76.7,26.9401,0.2567,0.1858,0.2916,0.4686,0.3518,1.3816,0.6222,0.272,0.168,0.0729,0.1935,0.2577,0.4425,0.9603,98.0,84.0,98.4,43.3,45.9,74.6,58.0,38.6,32.3,1.0
156.3,50.5,20.6556,0.2339,0.1828,0.2805,0.4646,0.3409,1.2791,0.6036,0.2658,0.1548,0.063,0.1875,0.2555,0.4413,0.9157,82.1,65.3,89.7,36.6,41.6,69.0,50.6,30.9,25.6,0.0
165.2,69.9,25.6045,0.2546,0.1818,0.2894,0.4793,0.3525,1.4009,0.6037,0.2681,0.1681,0.0709,0.1939,0.2636,0.4406,0.9596,92.7,79.1,94.3,42.1,44.3,72.8,54.1,36.8,31.6,1.0
162.5,61.9,23.4375,0.2361,0.1931,0.2835,0.4567,0.3382,1.2226,0.6207,0.2634,0.1596,0.0676,0.186,0.2512,0.4421,0.9124,89.2,73.2,98.5,38.4,42.8,71.8,54.1,34.5,27.7,0.0
175.4,81.5,26.4908,0.2578,0.1862,0.2931,0.4603,0.3465,1.3845,0.6367,0.2734,0.1702,0.0725,0.1906,0.2532,0.448,0.9509,100.3,84.9,102.5,45.2,47.9,78.6,57.5,39.9,33.7,1.0
157.9,78.7,31.5645,0.2473,0.2199,0.2803,0.4702,0.3412,1.1248,0.5962,0.2645,0.1783,0.0732,0.1877,0.2586,0.4443,0.9298,99.1,78.9,109.0,39.1,41.8,70.2,58.9,36.3,29.9,0.0
181.5,60.6,18.3913,0.2508,0.1631,0.2915,0.4652,0.3547,1.5371,0.6266,0.2744,0.1453,0.0638,0.1951,0.2559,0.4391,0.9602,93.4,80.7,93.0,45.5,49.8,79.7,52.4,36.4,30.7,1.0
168.4,79.1,27.8712,0.2414,0.2083,0.281,0.4627,0.3423,1.1589,0.6073,0.262,0.1717,0.0701,0.1883,0.2545,0.4346,0.926,99.9,80.3,110.2,40.7,44.1,73.2,59.9,37.1,30.5,0.0
165.8,72.4,26.3321,0.2416,0.1986,0.2831,0.458,0.3405,1.2166,0.618,0.2633,0.161,0.0684,0.1873,0.2519,0.4378,0.9227,98.6,76.7,103.4,40.1,43.6,72.6,57.4,35.6,30.5,0.0
157.7,58.5,23.5347,0.2395,0.1942,0.2835,0.4585,0.3329,1.2336,0.6183,0.2597,0.1583,0.0665,0.1831,0.2522,0.4361,0.9052,89.5,69.9,96.1,37.8,40.9,68.8,51.3,32.9,26.5,0.0
161.4,47.4,18.1988,0.2361,0.1784,0.2792,0.4682,0.3404,1.3234,0.5963,0.2623,0.1462,0.0616,0.1872,0.2575,0.4334,0.917,83.5,64.2,90.4,38.1,42.3,70.0,49.2,31.2,25.5,0.0
159.2,57.9,22.8742,0.2351,0.1947,0.2797,0.4629,0.3347,1.2077,0.6041,0.2616,0.1555,0.0659,0.1841,0.2546,0.4336,0.9044,88.5,69.8,97.3,37.4,41.6,69.0,53.3,32.9,26.9,0.0
164.4,85.6,31.6653,0.2615,0.1986,0.2936,0.4659,0.346,1.3167,0.6303,0.274,0.1766,0.0765,0.1903,0.2562,0.4455,0.9535,100.4,88.7,102.5,43.0,45.1,73.3,58.1,39.5,34.4,1.0
154.7,56.2,23.5017,0.2394,0.1918,0.2814,0.4627,0.334,1.2481,0.6083,0.2607,0.1526,0.0665,0.1837,0.2545,0.4397,0.9074,85.5,69.9,93.2,37.0,40.3,68.0,51.4,32.3,26.5,0.0
161.3,60.7,23.3634,0.2406,0.1933,0.2774,0.4602,0.3399,1.2449,0.6027,0.2622,0.1543,0.0659,0.187,0.2531,0.4384,0.9204,90.1,68.8,97.9,38.8,42.3,70.7,54.1,33.4,27.5,0.0
159.9,48.3,18.8834,0.2358,0.1799,0.2803,0.4609,0.3388,1.3106,0.6081,0.2604,0.1524,0.0621,0.1863,0.2535,0.4409,0.9134,82.2,64.5,90.4,37.7,41.7,70.5,50.1,31.2,25.0,0.0
152.6,67.5,28.9885,0.2453,0.2079,0.2818,0.4608,0.3363,1.1801,0.6115,0.2621,0.1706,0.0713,0.185,0.2534,0.4355,0.918,91.4,72.0,99.6,37.4,40.0,66.5,55.5,34.2,28.8,0.0
160.9,53.0,20.5,0.2471,0.1734,0.2916,0.4658,0.3476,1.425,0.626,0.2775,0.1496,0.0658,0.1912,0.2562,0.4429,0.9423,84.7,68.4,87.6,39.8,44.6,71.2,48.5,33.2,28.3,1.0
176.7,50.0,16.0,0.2461,0.1575,0.2941,0.4654,0.3547,1.563,0.632,0.2761,0.1338,0.0623,0.1951,0.256,0.442,0.9554,84.7,71.5,87.4,43.5,48.8,78.1,49.4,34.6,28.2,1.0
158.2,54.9,21.957,0.2346,0.1877,0.2801,0.4674,0.3439,1.2499,0.5993,0.2654,0.1613,0.065,0.1891,0.2571,0.4435,0.9224,86.1,69.8,93.2,37.1,42.0,70.1,52.1,32.3,26.0,0.0
168.4,71.5,25.2115,0.2551,0.1839,0.291,0.4637,0.352,1.387,0.6275,0.2673,0.1677,0.0713,0.1936,0.2551,0.442,0.9591,95.2,79.0,97.3,43.0,45.0,74.5,55.8,37.7,31.9,1.0
155.6,52.0,21.4768,0.2496,0.172,0.2886,0.4648,0.3452,1.4515,0.6211,0.2774,0.1608,0.0666,0.1899,0.2556,0.4435,0.94,84.7,70.9,84.1,38.9,43.2,69.0,47.6,32.5,28.0,1.0
170.0,51.9,17.9434,0.2493,0.1621,0.2861,0.4746,0.3506,1.5375,0.6028,0.2734,0.1383,0.063,0.1928,0.2611,0.4457,0.9504,87.3,73.1,86.6,42.4,46.5,75.8,48.8,33.6,28.2,1.0
154.7,50.4,21.0535,0.2391,0.1844,0.2806,0.4637,0.3413,1.2967,0.6051,0.2628,0.153,0.065,0.1877,0.255,0.4339,0.9216,83.4,64.3,89.5,37.0,40.7,67.1,49.6,31.6,25.9,0.0
174.8,79.6,26.026,0.2567,0.1889,0.292,0.4628,0.3575,1.3587,0.631,0.2736,0.1671,0.0714,0.1966,0.2545,0.4391,0.9717,97.6,84.3,103.7,44.9,47.8,76.8,57.4,39.2,33.8,1.0
164.6,81.6,30.1047,0.2623,0.1988,0.2837,0.4698,0.3447,1.3192,0.6039,0.2732,0.1725,0.0768,0.1896,0.2584,0.4447,0.9517,99.0,85.4,102.8,43.2,45.0,73.2,58.1,39.7,33.4,1.0
161.6,74.7,28.6149,0.2433,0.2084,0.2809,0.4653,0.3368,1.1675,0.6037,0.2611,0.1724,0.0719,0.1852,0.2559,0.4361,0.9168,94.8,77.7,105.7,39.3,42.2,70.5,57.5,36.5,30.0,0.0
156.8,60.0,24.41,0.2359,0.1978,0.2828,0.4619,0.3361,1.1927,0.6124,0.2597,0.1596,0.0677,0.1848,0.254,0.4316,0.908,89.0,71.4,97.4,37.0,40.7,67.7,52.7,33.3,28.1,0.0
160.8,55.1,21.3171,0.2364,0.1865,0.2764,0.4629,0.3366,1.2679,0.597,0.2633,0.1523,0.0645,0.1851,0.2546,0.4414,0.9096,85.7,69.9,94.2,38.0,42.3,71.0,52.4,32.6,26.9,0.0
162.0,68.9,26.2701,0.2366,0.2014,0.2782,0.4597,0.3394,1.1751,0.6051,0.2616,0.1696,0.0694,0.1867,0.2529,0.4414,0.9155,93.2,74.9,102.4,38.3,42.4,71.5,55.8,35.3,29.3,0.0
162.2,57.8,21.9773,0.2356,0.1885,0.2799,0.4648,0.3369,1.2495,0.6022,0.2628,0.1516,0.0645,0.1853,0.2556,0.4398,0.9093,87.6,69.9,96.0,38.2,42.6,71.3,53.1,32.9,27.2,0.0
154.2,53.5,22.4948,0.2363,0.1919,0.2765,0.4618,0.3435,1.2314,0.5986,0.2657,0.1581,0.0647,0.1889,0.254,0.4434,0.9234,82.2,67.8,92.9,36.4,41.0,68.4,49.6,31.4,26.2,0.0
181.0,77.6,23.6843,0.2584,0.1778,0.2871,0.4654,0.3487,1.4532,0.6168,0.2713,0.1669,0.07,0.1918,0.256,0.445,0.9559,100.9,84.9,101.1,46.8,49.1,80.5,56.2,39.8,33.6,1.0
167.2,47.9,17.1295,0.248,0.1682,0.2852,0.4599,0.3549,1.4738,0.62,0.2738,0.1382,0.0629,0.1952,0.253,0.4358,0.9578,80.3,70.2,88.3,41.4,45.8,72.9,46.7,33.0,27.1,1.0
153.1,58.3,24.8529,0.2434,0.1952,0.2819,0.4637,0.3364,1.2471,0.6078,0.2614,0.1655,0.0679,0.185,0.255,0.4386,0.9161,85.8,67.1,93.8,37.3,40.0,67.2,52.3,32.6,26.7,0.0
182.9,71.4,21.3232,0.2497,0.173,0.2915,0.4665,0.3525,1.4438,0.6249,0.2769,0.1553,0.0669,0.1939,0.2566,0.4405,0.9547,97.0,82.7,99.4,45.7,50.7,80.6,56.8,38.4,32.6,1.0
158.4,58.1,23.176,0.2361,0.195,0.2808,0.4615,0.3351,1.211,0.6085,0.2628,0.1628,0.0659,0.1843,0.2538,0.4384,0.9062,86.3,70.3,96.9,37.4,41.6,69.4,53.7,32.8,26.4,0.0
190.7,95.6,26.2863,0.2623,0.1849,0.2915,0.465,0.3494,1.4181,0.627,0.273,0.1685,0.0731,0.1922,0.2557,0.4411,0.9611,109.4,94.3,110.8,50.0,52.1,84.1,62.5,43.8,36.4,1.0
155.2,68.9,28.5923,0.247,0.2099,0.2786,0.4603,0.3341,1.1768,0.6052,0.262,0.1691,0.0713,0.1837,0.2532,0.4404,0.9152,92.5,73.1,102.3,38.3,40.7,68.4,55.8,34.8,29.4,0.0
173.0,76.5,25.5694,0.2575,0.1855,0.2913,0.468,0.348,1.3885,0.6224,0.2716,0.1648,0.0722,0.1914,0.2574,0.4432,0.9535,96.1,83.9,100.7,44.5,47.0,76.6,56.2,39.2,32.5,1.0
173.6,69.9,23.1799,0.2531,0.1807,0.2972,0.4769,0.3462,1.4011,0.6231,0.2734,0.1583,0.0688,0.1904,0.2623,0.4475,0.9456,95.9,80.5,98.5,44.0,47.5,77.7,55.4,37.5,31.6,1.0
161.1,58.6,22.5849,0.2544,0.1779,0.2901,0.4652,0.3427,1.4298,0.6235,0.2753,0.1588,0.0681,0.1885,0.2559,0.4438,0.9397,86.0,73.6,90.0,41.0,44.3,71.5,50.9,34.5,29.0,1.0
176.3,85.1,27.3682,0.2587,0.1884,0.2891,0.4623,0.3464,1.3735,0.6254,0.2731,0.1644,0.0729,0.1905,0.2543,0.4456,0.9516,100.6,89.4,104.3,45.6,48.1,78.6,58.3,40.3,34.7,1.0
176.0,82.6,26.6544,0.2603,0.1869,0.2873,0.465,0.3552,1.3928,0.6178,0.2679,0.1713,0.0729,0.1954,0.2558,0.4456,0.9708,103.1,85.9,103.3,45.8,47.2,78.4,57.3,40.3,34.2,1.0
156.2,53.1,21.7554,0.2368,0.187,0.2798,0.4599,0.3397,1.2664,0.6085,0.2618,0.1553,0.0648,0.1868,0.2529,0.4369,0.9161,83.7,68.7,91.7,37.0,40.9,68.2,52.8,31.8,26.1,0.0
175.9,85.0,27.4737,0.2608,0.1895,0.2912,0.4644,0.3479,1.376,0.6272,0.275,0.167,0.0737,0.1914,0.2554,0.4353,0.9566,103.0,87.5,104.7,45.9,48.4,76.6,59.3,40.7,33.7,1.0
170.6,69.6,23.8886,0.2426,0.1944,0.2778,0.4682,0.3333,1.2479,0.5933,0.2624,0.1595,0.0664,0.1833,0.2575,0.4392,0.9093,97.3,77.1,104.2,41.4,44.8,74.9,57.2,35.6,30.0,0.0
175.7,89.0,28.8302,0.2621,0.1926,0.292,0.4719,0.3466,1.361,0.6188,0.2719,0.1725,0.0744,0.1907,0.2595,0.4394,0.9554,104.4,88.6,106.2,46.0,47.8,77.2,60.1,41.0,34.7,1.0
170.8,66.4,22.7572,0.2373,0.1866,0.2823,0.4678,0.3393,1.2713,0.6035,0.2607,0.1584,0.0653,0.1866,0.2573,0.4346,0.9159,92.4,75.7,100.1,40.5,44.5,74.2,55.7,35.0,29.0,0.0
158.6,64.8,25.7796,0.2609,0.1877,0.2913,0.456,0.3493,1.3901,0.6388,0.2783,0.1627,0.0733,0.1921,0.2508,0.4459,0.9594,89.9,77.4,93.5,41.4,44.1,70.7,52.9,36.5,30.8,1.0
162.4,72.7,27.5905,0.2402,0.2061,0.2828,0.4628,0.3368,1.1659,0.611,0.2621,0.1631,0.0707,0.1852,0.2546,0.4348,0.9138,94.9,76.5,105.1,39.0,42.6,70.6,57.6,36.0,30.3,0.0
194.9,103.7,27.2851,0.2546,0.1892,0.2881,0.4676,0.3473,1.3459,0.6161,0.271,0.1708,0.073,0.191,0.2572,0.4436,0.9492,113.3,99.4,115.8,49.6,52.8,86.5,65.4,44.7,37.5,1.0
162.8,73.7,27.7989,0.2471,0.2077,0.2823,0.4592,0.3321,1.1895,0.6147,0.266,0.1711,0.0715,0.1827,0.2525,0.4375,0.9113,95.3,77.8,106.2,40.2,43.3,71.2,58.1,36.5,30.5,0.0
156.7,64.3,26.218,0.2381,0.2029,0.2792,0.4654,0.3338,1.1733,0.6,0.2613,0.1609,0.0691,0.1836,0.256,0.4383,0.9057,90.2,73.2,99.8,37.3,40.9,68.7,56.1,34.0,27.9,0.0
165.2,63.2,23.1674,0.2363,0.1882,0.2811,0.4662,0.3376,1.2556,0.6029,0.2641,0.152,0.066,0.1857,0.2564,0.4428,0.9115,93.0,72.4,97.6,39.0,43.6,73.2,54.4,34.2,28.6,0.0
173.3,79.1,26.3186,0.2587,0.1789,0.2915,0.4487,0.3539,1.4459,0.6497,0.2709,0.1724,0.0723,0.1946,0.2468,0.4398,0.9664,98.9,84.3,97.4,44.8,47.0,76.2,55.7,39.3,34.4,1.0
165.7,62.7,22.8487,0.2384,0.1923,0.2788,0.4729,0.3407,1.2396,0.5896,0.2611,0.1587,0.0656,0.1874,0.2601,0.4414,0.9198,90.3,71.3,100.1,39.5,43.3,73.2,55.1,34.2,28.2,0.0
176.1,72.2,23.2701,0.255,0.1781,0.2945,0.4655,0.3489,1.4315,0.6326,0.2743,0.1596,0.0692,0.1919,0.256,0.4419,0.9528,96.1,82.4,98.5,44.9,48.3,77.8,55.2,38.3,32.4,1.0
173.4,55.7,18.5173,0.2318,0.1808,0.2806,0.4638,0.3349,1.2822,0.605,0.2643,0.1411,0.0621,0.1842,0.2551,0.4413,0.9016,88.1,72.4,98.4,40.2,45.8,76.5,52.8,33.8,26.9,0.0
181.4,80.4,24.4286,0.2543,0.1784,0.2907,0.4641,0.3557,1.4254,0.6264,0.271,0.1679,0.0702,0.1956,0.2552,0.4424,0.9657,102.0,89.1,101.7,46.2,49.2,80.3,57.2,40.0,34.2,1.0
174.4,61.9,20.3498,0.2515,0.1695,0.2923,0.465,0.3463,1.4839,0.6285,0.2719,0.1566,0.0655,0.1904,0.2558,0.4387,0.944,92.1,76.3,92.8,43.9,47.4,76.5,50.5,35.9,30.4,1.0
170.2,50.4,17.3917,0.2467,0.1625,0.2931,0.459,0.3457,1.5176,0.6386,0.2743,0.1437,0.0619,0.1901,0.2525,0.445,0.938,83.8,71.3,86.9,42.0,46.7,75.7,50.0,33.1,27.2,1.0
178.0,61.1,19.2902,0.2497,0.169,0.2892,0.462,0.3531,1.4777,0.626,0.274,0.1537,0.0645,0.1942,0.2541,0.4397,0.9558,93.1,75.8,94.4,44.4,48.8,78.3,51.3,36.0,30.1,1.0
177.1,52.2,16.6419,0.2457,0.1637,0.288,0.472,0.3562,1.5013,0.61,0.2734,0.1456,0.061,0.1959,0.2596,0.4404,0.9581,87.0,74.0,91.0,43.5,48.4,78.0,49.3,34.0,27.5,1.0
158.1,64.1,25.648,0.2608,0.1854,0.2916,0.4598,0.3521,1.4066,0.6342,0.2737,0.1643,0.072,0.1937,0.2529,0.4427,0.965,88.5,74.9,92.0,41.2,43.3,70.0,51.0,35.7,30.8,1.0
176.9,57.6,18.3963,0.2525,0.1631,0.2914,0.4681,0.3515,1.5484,0.6225,0.2714,0.1461,0.0635,0.1933,0.2574,0.4426,0.9555,89.5,77.2,90.6,44.7,48.0,78.3,51.8,35.3,29.5,1.0
181.7,68.3,20.6857,0.2484,0.1705,0.2907,0.4633,0.344,1.457,0.6273,0.2767,0.1501,0.067,0.1892,0.2548,0.4446,0.9364,95.4,81.7,97.3,45.1,50.3,80.8,54.7,38.2,31.2,1.0
172.8,83.7,28.044,0.2653,0.1921,0.2896,0.4655,0.348,1.381,0.6221,0.2744,0.1673,0.0738,0.1914,0.256,0.4434,0.9613,102.3,87.8,104.3,45.9,47.4,76.6,57.5,40.0,33.4,1.0
161.4,70.9,27.2091,0.2425,0.2028,0.2802,0.4659,0.3357,1.1955,0.6014,0.2627,0.1709,0.0703,0.1847,0.2562,0.4343,0.914,95.2,78.9,102.8,39.1,42.4,70.1,57.9,35.6,29.4,0.0
171.9,60.0,20.2943,0.2552,0.17,0.2945,0.468,0.3502,1.5005,0.6292,0.2702,0.1507,0.0661,0.1926,0.2574,0.4427,0.9555,90.7,75.3,91.8,43.9,46.4,76.1,50.8,35.7,29.9,1.0
160.3,50.0,19.4759,0.2531,0.1669,0.2961,0.4717,0.3496,1.5166,0.6276,0.2744,0.153,0.0651,0.1923,0.2594,0.4407,0.9522,81.9,72.6,84.0,40.6,44.0,70.6,47.4,32.8,27.6,1.0
171.8,72.1,24.4118,0.252,0.1801,0.2951,0.4654,0.3531,1.399,0.634,0.2803,0.1635,0.0701,0.1942,0.256,0.4394,0.9581,95.7,80.8,97.2,43.3,48.2,75.5,55.5,37.8,32.5,1.0
177.7,84.3,26.6945,0.261,0.1889,0.2894,0.4707,0.3489,1.3819,0.6148,0.2745,0.167,0.0727,0.1919,0.2589,0.4441,0.9588,100.9,87.3,105.4,46.4,48.8,78.9,59.0,40.6,33.4,1.0
163.1,72.1,27.0951,0.2439,0.2006,0.2796,0.4602,0.34,1.2158,0.6076,0.2648,0.1696,0.0695,0.187,0.2531,0.4336,0.9238,95.6,76.6,102.8,39.8,43.2,70.7,57.6,35.6,30.0,0.0
161.4,57.0,21.8896,0.2381,0.1867,0.281,0.459,0.3342,1.2754,0.6122,0.2608,0.1589,0.0649,0.1838,0.2525,0.4392,0.9065,87.9,71.0,94.6,38.4,42.1,70.9,53.1,32.9,27.3,0.0
160.3,60.0,23.3688,0.2396,0.1938,0.2835,0.4583,0.3379,1.2363,0.6186,0.2612,0.1528,0.0662,0.1858,0.2521,0.4315,0.9153,89.8,69.9,97.5,38.4,41.9,69.1,53.1,33.3,27.9,0.0
178.9,91.8,28.7051,0.2595,0.1886,0.2934,0.4679,0.3532,1.3758,0.6271,0.2722,0.1773,0.0743,0.1942,0.2573,0.438,0.9659,103.8,90.1,105.9,46.4,48.7,78.3,61.0,41.7,35.5,1.0
167.5,86.2,30.6974,0.2441,0.2147,0.2793,0.4637,0.341,1.1367,0.6022,0.2683,0.178,0.0725,0.1875,0.255,0.4395,0.9261,100.7,82.7,113.0,40.9,44.9,73.6,63.1,38.1,32.3,0.0
162.4,51.2,19.4176,0.231,0.1818,0.2765,0.4637,0.3388,1.2706,0.5964,0.2636,0.1476,0.0623,0.1864,0.255,0.4365,0.9087,84.1,65.7,92.7,37.5,42.8,70.9,49.3,31.8,26.2,0.0
157.6,53.5,21.5337,0.2345,0.1853,0.2851,0.4588,0.3333,1.2655,0.6215,0.2627,0.1507,0.0644,0.1833,0.2523,0.4405,0.9011,85.6,68.4,91.7,37.0,41.4,69.4,50.8,31.9,26.2,0.0
165.0,74.8,27.4656,0.2627,0.1894,0.2871,0.4619,0.35,1.3874,0.6214,0.2717,0.1656,0.0746,0.1925,0.2541,0.4386,0.9627,96.9,80.6,98.1,43.4,44.8,72.4,55.5,38.7,32.7,1.0
162.4,64.1,24.3025,0.2431,0.197,0.2797,0.4654,0.3383,1.2336,0.6009,0.2595,0.1572,0.0686,0.1861,0.2559,0.4366,0.9197,92.0,72.1,100.5,39.5,42.1,70.9,54.3,35.0,28.3,0.0
153.7,51.8,21.9507,0.235,0.1911,0.2802,0.4661,0.3373,1.2297,0.6011,0.2589,0.1557,0.0651,0.1855,0.2563,0.4367,0.9096,85.0,64.4,92.2,36.1,39.8,67.1,49.4,31.4,25.3,0.0
176.2,71.5,23.0488,0.2541,0.1761,0.2932,0.4622,0.3469,1.4431,0.6342,0.2735,0.1641,0.0692,0.1908,0.2542,0.4432,0.9479,96.4,82.0,97.4,44.8,48.2,78.1,55.5,38.3,31.8,1.0
174.2,72.8,24.0053,0.2566,0.1801,0.2866,0.461,0.3476,1.4252,0.6218,0.2782,0.161,0.0699,0.1912,0.2535,0.4397,0.9519,97.6,81.4,98.5,44.7,48.5,76.6,56.0,38.2,32.3,1.0
176.7,96.0,30.7468,0.2647,0.1976,0.2918,0.4676,0.3437,1.3397,0.624,0.2723,0.1753,0.0758,0.1891,0.2572,0.4436,0.9522,107.0,93.5,109.6,46.8,48.1,78.4,61.8,42.1,36.4,1.0
154.9,46.7,19.4643,0.2329,0.1797,0.2867,0.4637,0.3398,1.2958,0.6182,0.263,0.1451,0.0624,0.1869,0.2551,0.4362,0.9125,81.7,63.9,87.4,36.1,40.7,67.6,48.3,30.4,25.2,0.0
177.3,78.2,24.8666,0.259,0.1842,0.2896,0.4657,0.3506,1.4059,0.6219,0.2744,0.1651,0.0712,0.1928,0.2561,0.4436,0.9601,100.9,85.1,102.6,45.9,48.7,78.7,57.5,39.6,33.8,1.0
164.1,59.5,22.102,0.2383,0.1924,0.2796,0.4619,0.3428,1.2384,0.6053,0.2616,0.1512,0.0651,0.1885,0.2541,0.4383,0.9238,89.0,70.9,99.1,39.1,42.9,71.9,54.2,33.5,27.0,0.0
185.5,99.6,28.9201,0.2586,0.1946,0.2883,0.4676,0.3499,1.329,0.6167,0.2723,0.1752,0.0748,0.1925,0.2572,0.4417,0.9585,110.6,94.1,113.4,48.0,50.5,81.9,63.4,43.6,37.6,1.0
161.6,59.6,22.8258,0.2394,0.1878,0.2781,0.4658,0.332,1.275,0.597,0.2633,0.1514,0.066,0.1826,0.2562,0.438,0.9035,91.2,68.7,95.3,38.7,42.5,70.8,54.0,33.5,27.6,0.0
156.1,56.7,23.2442,0.24,0.1919,0.2819,0.4592,0.3364,1.251,0.614,0.2627,0.1556,0.0666,0.185,0.2526,0.4368,0.9128,83.6,71.4,94.1,37.5,41.0,68.2,51.6,32.6,27.0,0.0
168.0,69.9,24.789,0.2582,0.1826,0.2916,0.4657,0.3577,1.4139,0.6263,0.2707,0.1591,0.0706,0.1967,0.2561,0.4369,0.9736,92.0,82.9,96.3,43.4,45.5,73.4,53.8,37.2,31.7,1.0
159.1,68.0,26.8413,0.2437,0.2063,0.2787,0.465,0.3378,1.1813,0.5994,0.2626,0.1648,0.07,0.1858,0.2558,0.4401,0.9193,92.3,73.2,103.1,38.8,41.8,70.0,55.7,35.0,29.4,0.0
161.7,59.8,22.8466,0.237,0.1921,0.2843,0.459,0.3394,1.2333,0.6193,0.2617,0.1581,0.0651,0.1867,0.2525,0.4396,0.9158,90.5,70.9,97.6,38.3,42.3,71.1,53.7,33.1,26.1,0.0
